1,1
2,3337373660829173042815591628799
3,64190149749232874809518415123035463994
4,17107890424353957468246438243135156012859392
5,324222279872090153078236231733356087890624
6,511267307797340871366565025457093171554153750214
7,10602258106497894773176670048550281523610838400
8,7528310702698647790480160778219804646189301760000
9,521478605076935160536740571847036494863705058016
10,2190229531468971605107613586016303895668320480576
11,1643314257280567583378758160736757248614400
12,2222367789626108130629931404797008138993771900469248
13,1429595589504016447118703820800
14,62855311142279315520597639423861819107018598718080
15,75592207923012797481937513325348693516417312192256
16,700924135148945780040448290566792724668114534400000
17,52438761345133270771006801450696704000
18,7679391204915437245588038896746735229625148581860640
19,74052827641838118833211420218696269824000
20,809857995237321848009488844915626182073835987140608
21,2906442767262161749550658724028155028182564799128320
22,10330308571354989295899363374776858784577745920000
23,727705518361684833534528436256043187568640000
24,52009710378037355292345397669891831940114002351226880
26,19849088549255579788467763530970278934118400
28,140971247011871054842003396655803997373948454502400
30,8380079054123204842594251759813140642498249498593536
33,626011784778941541920240975720551902993908121600
34,30918145985157457868178615411019680083017728000
35,255613875378311991351719525469706911096139161600
36,61196307234435496318468020278753871820291970119237632
38,540213529011994580327995604492887829732524032000
39,10265255289312757894558705009616279189500723200
40,4420497074469014015969253793361279558395090698240000
42,20933838892017387783297805571646331967351493049048320
44,709952292701307149610953844508390479011300297932800
45,1085858944898512650890864320721991683129725482441984
46,7564498873422084539047819014452264091144683520000
48,58146576782782077356103999925766140904099190669312000
51,2299932787934164190760126582135340982491938816000
52,1563471808095090923240118354239046301677256704000
55,235865228089658525294896096725707584570751385600
56,1982619673655289188020376016009616375315949420544000
57,11625889003588215193841236607218440426516381696000
60,187475044131388844123592468097344207658754516099530752
63,1218349634085463701771362614225256099856684387901440
65,102329486693554668472784992869582448689296179200
66,5492508030509929392617156663154596684677965060096000
68,53121414686100902918195810593068138048610369536000
69,259059056211150634332397515892461350214759874560000
70,843321317194691518202503599159376373159561651281920
72,178287419232616436989471781561199526277759230468423680
76,129299588638245232897491141451061105910947512320000
77,7567032318127519209891541632840282130340315136000
78,161199852225371124799319455099542789801743253504000
80,5657417397609402259380189445994890682900781465600000
84,80310494711162010966468737319812693445703671852564480
85,1457246969407438074450091583395408911829303296000
88,7021230748317922227321341765632878487106186379264000
90,97454571905502033585080946561373049042854198230639360
91,458774264380306908074096604933490470059114496000
92,817208168897556360852255775296601694373150720000000
95,5041156869774972104785384721646147494583730176000
99,44536500566345888886363333836497695941972675788800
102,1055142544338873082448847051967543042693556600832000
104,215470572559542493365064109079415352619637407744000
105,5884320213312805011350903042707901617660334700871680
110,743451366863370694693002412581678358738574254080000
112,6224708088658317326471849375044275280692557905920000
114,1535830907824340173415092341468601137468789227520000
115,79231069709494242453076151414797807144780431360000
117,28144655150451363623556012671941274090649236275200
119,116668353838413856206364364434622060854703554560000
120,405750213517262992338782405035891037318551981648773120
126,92038616681611634053270706487509610421854943458385920
130,54033101862784208766378338186163550629017065881600
132,30039028936284516083454718714437544779122875564032000
133,425785993747899351283117686566301903334932480000
136,298234243469427393256486210429293529463720509440000
138,3251268659643812957821665960123844256371939737600000
140,7548003028320428568187735974436108444327427545497600
143,29949172341376592409258114373747920076800000
144,106220632928787479945825216722520182563058275581952000
152,2074053387111708963055621687334985464711290552320000
153,21149483196551290176192548475621349452222038016000
154,2846400942148201838569605285187528874641205821440000
156,5431410049718184859644265513170504182075991942758400
161,3067048243955193046459312280564119392509283532800000
165,114482395599792128631321421080647807220878091878400
168,215997710134137450364815098097509098454954812008038400
170,63782557240659189788840730752717974229676982272000
171,89990107190975612139638219065176653452925730816000
176,4093595417733861999873180161698670166486810624000000
180,563782704677533663341106337107687771687458429880762368
182,75755319397607558637258713022465459865138102272000
184,217522359366993351273401816720886749493146419200000
187,18565921916521206563606661985782988800000
190,71956671103052184760245126291963454446363475968000
195,112901238673246092763583193320076386660202499276800
198,40754688945861661202895667062045395637058850252390400
204,13227990473635210331733628781083970652827182694400000
207,1767228011964205146067055221384215433302308290560000
208,583227375458701151618351096136939429151585075200000
209,697687802547165341390271403044687052800000
210,137714126665447983391161464860305276730766695450951680
220,2763775071400174701853052711553119901000219702067200
221,17316607281803916139489237401600000
228,14547536581212714434526943008365218476064801554432000
230,36882232980786187348361066091404019106295316480000
231,922739343561270008526842783193115894973220126720000
234,8539299203367491730734941695726086075093683195084800
238,266828630921309566069900269843676799316551270400000
240,221293620340738039198401553884237064639591049330688000
247,650739873642526111768174500249600000
252,226518424254650880731850805381071283814467801008046080
253,69162095209023346885644295606168977408000000
255,444481663748633885252618460838558344654628061184000
260,784553374269183382147623775227450481264658743296000
264,95398107323317233606158605978765305777622307831808000
266,310207142715538546348372689347638362691401154560000
272,772398844476179566631484915535796707528802304000000
273,1153908183065128873604897374465573078468475486208000
276,14289882570665976128608724669481703065747424542720000
280,17637519083535941430821150597341712106226194579456000
285,1259465357600003544212513593936307880295403618304000
286,3072823588848330150692644165240889912847237120000
299,64508126604563458036149472198656000000
304,2192492725054222175479719745655654860839714816000000
306,11536007044298422676146722367334456085502438146048000
308,1418896490745905330862591688360077647294515642368000
312,34081346993247329095847921924141165919395723083776000
315,11300374363257131835942767808018707253796835612098560
322,878142268726686496392008665119670449655617945600000
323,3941186905307911086332426267394048000000
330,43979939852597457126476667865702733426495762939904000
336,142724414779048190171055586794527168208274383175680000
340,1136480258466852311673766009058009951294365630464000
342,14561044462177918969345735646253802313154627108864000
345,4561005470467190941299060200376203519435672125440000
357,3669793367272766060942003882774177537842804162560000
360,561192405782145855057654717242588691865845505531576320
364,231910810078741157953608298587443487718533758976000
368,1748129070629090697574441705763612974550876160000000
374,1130301435768207079752892147754159350323609600000
380,1798773499055442623058516076750278721411932487680000
385,40032726536325263266179856337873641653339684864000
390,13637297894336778412573659580468690679886576746496000
391,390691571482697272905997038680801280000000
396,110235872077250752294850219332612884425695408265625600
399,2628591108506111410301021337605718543588749475840000
408,43639711968216132094220246793869056364361579233280000
414,23149128863196453258690642259712146462078968791040000
418,4724717622852355882704722450211163896545280000000
420,550837236363053687993485098475247169719365640147435520
429,11482991016093788710562000726390453096939520000000
437,14681778002033992255520099243057479680000000
440,16275156417409702755199463994439261096414581620736000
442,1566781152310063034150933816782180319232000000
455,8871582000538730000072226984968582425428885504000
456,46492193702646931695221967772154513026785875066880000
460,1676273161606898655070519485217684000635617280000000
462,45876508216145145929844479438850225250591191465984000
468,37267603993043136626146235235972622124235729823334400
476,1084284422787042145940067569507910592636209070080000
483,16568256328644683724695800794301208496668304998400000
494,6549195612092849000272239702807769251840000000
495,1142966829533988042776485298398363413353643324211200
504,283324246191877118678155216224293984203040934277939200
506,17685704580459593128982756169415513992069120000000
510,18356440923615154013580915761056388251031115399168000
520,6557914497749031820717451253546199279046026592256000
528,38465292837432167565123923564534672485802154393600000
532,581217568857226912183351020434878720360977530880000
546,11299905209537463841012963245566436238195118309376000
552,36794647183558166110887136194115270787518483660800000
560,15072727908802094013451205633573755706260146094080000
561,2399787003738175946388512987013215839007539200000
570,18474933284268889786862063532679202773899914772480000
572,351327549853183208398601007358010112732875980800000
585,1251581971693352030325911839916696113290086763724800
595,239866918452211960635958266492604960784976445440000
598,24514954652377417097395075420467348111360000000
612,49878183705720545243263590561487828024970069409792000
616,9668491602140318463825350678475962673494187048960000
624,14641117726614570916011856308438135652858881638400000
627,5395471878774582121670816195872613765165875200000
630,298161102001524844879469713471665342433754128541614080
644,925227772768851000998772188237090059342105804800000
646,258482802302422928215778471733432648990720000000
660,193077749611106582524258436685534927465805636435968000
663,307281071237482238063043294209919030814310400000
665,208486964973127675658973926298708316608025067520000
680,4974352494097856293622613186045151172035671490560000
684,53036509450127866794602272037458444784731624046592000
690,14242812388086805190083597297588687457151772262400000
693,1647913954964561637415087135347471747007106777088000
714,19797683075725433003927312957751907635598605680640000
715,4663957940373970954693205834917904628527923200000
720,237051369274703016661515965470387271547440540418048000
728,3122805700566396188381061288141310625756007628800000
741,690864054900394142826440622981367445481062400000
748,391640163111334381936608803781055908994351104000000
759,25469242378969463947556715383464970076291072000000
760,7451774925603869608368688213809827975624581447680000
765,1404343666137998736688845269120118563378753961984000
770,4215439538295400543874968606275847638920394178560000
780,89742704695519650699577549658705078779768232057241600
782,967600420139049960483543975893226278092800000000
792,129962254529553418870592936622829540880682200334336000
798,18056573979442215562339073197180635959883234017280000
805,46383645494585087999959028218655953625756467200000
816,20404553227320115487061450641209966524647866368000000
819,1961560977468424872428384628764960983240906113024000
828,41470197481234624670027661827717052068757472542720000
836,612068561156960621474402257281010435117547520000000
840,552936738797623938286691943273926092620123331991961600
855,3193488930759842843455238867705955236620674269184000
858,3462785653178156829532906776012475459208573091840000
874,4043875523990232656899178535011536915660800000000
880,3628925773241784804918043260930619252855013376000000
884,18447857398153252062651220322264441765756928000000
897,3261221625555331071234338363769956560011264000000
910,868198143767685714066986616000201483542989897728000
912,20968584719545674455490429144158955634805440512000000
920,3499114236740923601798902995425348794157157580800000
924,91485955384088312988556143498873440778734857617408000
935,1170620189264502691394245409019556497929011200000
936,65978214123494107876262929013871869336038875856896000
952,2373476401003615418308696558933374000960425164800000
966,24127436840482520532042063725162158344935099596800000
969,10341828713348180063407849922135792824614912000000
988,28419557994507018660615577166146758638567424000000
990,121136263250774885392654731601765984535382237747609600
1001,141433079981661399221541115300417077877565030400000
